Program to calculate energy of water
Input NAME of configuration file : 
Number of molecules 100000
Thread 9 evaluated 23287 pairs
Thread 1 evaluated 26998 pairs
Thread 10 evaluated 29414 pairs
Thread 2 evaluated 95895 pairs
Thread 0 evaluated 22313 pairs
Thread 7 evaluated 24235 pairs
Thread 5 evaluated 31897 pairs
Thread 6 evaluated 28133 pairs
Thread 4 evaluated 25922 pairs
Thread 3 evaluated 37604 pairs
Thread 8 evaluated 24996 pairs
Thread 9 evaluated 23286 pairs
Thread 1 evaluated 26997 pairs
Thread 11 evaluated 30536 pairs
Thread 0 evaluated 22312 pairs
Thread 7 evaluated 24234 pairs
Thread 6 evaluated 28132 pairs
Thread 10 evaluated 29413 pairs
Thread 4 evaluated 25921 pairs
Thread 5 evaluated 31896 pairs
Thread 9 evaluated 23285 pairs
Thread 8 evaluated 24995 pairs
Thread 3 evaluated 37603 pairs
Thread 1 evaluated 26996 pairs
Thread 0 evaluated 22311 pairs
Thread 7 evaluated 24233 pairs
Thread 11 evaluated 30535 pairs
Thread 6 evaluated 28131 pairs
Thread 4 evaluated 25920 pairs
Thread 10 evaluated 29412 pairs
Thread 9 evaluated 23284 pairs
Thread 5 evaluated 31895 pairs
Thread 8 evaluated 24994 pairs
Thread 0 evaluated 22310 pairs
Thread 1 evaluated 26995 pairs
Thread 7 evaluated 24232 pairs
Thread 11 evaluated 30534 pairs
Thread 6 evaluated 28130 pairs
Thread 3 evaluated 37602 pairs
Thread 4 evaluated 25919 pairs
Thread 9 evaluated 23283 pairs
Thread 10 evaluated 29411 pairs
Thread 8 evaluated 24993 pairs
Thread 2 evaluated 95894 pairs
Thread 0 evaluated 22309 pairs
Thread 5 evaluated 31894 pairs
Thread 7 evaluated 24231 pairs
Thread 1 evaluated 26994 pairs
Thread 9 evaluated 23282 pairs
Thread 6 evaluated 28129 pairs
Thread 11 evaluated 30533 pairs
Thread 4 evaluated 25918 pairs
Thread 10 evaluated 29410 pairs
Thread 0 evaluated 22308 pairs
Thread 8 evaluated 24992 pairs
Thread 7 evaluated 24230 pairs
Thread 3 evaluated 37601 pairs
Thread 1 evaluated 26993 pairs
Thread 5 evaluated 31893 pairs
Thread 9 evaluated 23281 pairs
Thread 6 evaluated 28128 pairs
Thread 4 evaluated 25917 pairs
Thread 0 evaluated 22307 pairs
Thread 11 evaluated 30532 pairs
Thread 10 evaluated 29409 pairs
Thread 7 evaluated 24229 pairs
Thread 8 evaluated 24991 pairs
Thread 1 evaluated 26992 pairs
Thread 9 evaluated 23280 pairs
Thread 5 evaluated 31892 pairs
Thread 3 evaluated 37600 pairs
Thread 0 evaluated 22306 pairs
Thread 6 evaluated 28127 pairs
Thread 4 evaluated 25916 pairs
Thread 7 evaluated 24228 pairs
Thread 11 evaluated 30531 pairs
Thread 10 evaluated 29408 pairs
Thread 8 evaluated 24990 pairs
Thread 9 evaluated 23279 pairs
Thread 1 evaluated 26991 pairs
Thread 2 evaluated 95893 pairs
Thread 0 evaluated 22305 pairs
Thread 5 evaluated 31891 pairs
Thread 6 evaluated 28126 pairs
Thread 7 evaluated 24227 pairs
Thread 4 evaluated 25915 pairs
Thread 8 evaluated 24989 pairs
Thread 10 evaluated 29407 pairs
Thread 11 evaluated 30530 pairs
Thread 9 evaluated 23278 pairs
Thread 3 evaluated 37599 pairs
Thread 1 evaluated 26990 pairs
Thread 0 evaluated 22304 pairs
Thread 7 evaluated 24226 pairs
Thread 6 evaluated 28125 pairs
Thread 4 evaluated 25914 pairs
Thread 5 evaluated 31890 pairs
Thread 9 evaluated 23277 pairs
Thread 8 evaluated 24988 pairs
Thread 10 evaluated 29406 pairs
Thread 11 evaluated 30529 pairs
Thread 1 evaluated 26989 pairs
Thread 0 evaluated 22303 pairs
Thread 7 evaluated 24225 pairs
Thread 3 evaluated 37598 pairs
Thread 6 evaluated 28124 pairs
Thread 9 evaluated 23276 pairs
Thread 4 evaluated 25913 pairs
Thread 8 evaluated 24987 pairs
Thread 5 evaluated 31889 pairs
Thread 10 evaluated 29405 pairs
Thread 1 evaluated 26988 pairs
Thread 0 evaluated 22302 pairs
Thread 11 evaluated 30528 pairs
Thread 7 evaluated 24224 pairs
Thread 9 evaluated 23275 pairs
Thread 2 evaluated 95892 pairs
Thread 6 evaluated 28123 pairs
Thread 4 evaluated 25912 pairs
Thread 8 evaluated 24986 pairs
Thread 3 evaluated 37597 pairs
Thread 0 evaluated 22301 pairs
Thread 1 evaluated 26987 pairs
Thread 10 evaluated 29404 pairs
Thread 5 evaluated 31888 pairs
Thread 7 evaluated 24223 pairs
Thread 11 evaluated 30527 pairs
Thread 9 evaluated 23274 pairs
Thread 8 evaluated 24985 pairs
Thread 4 evaluated 25911 pairs
Thread 6 evaluated 28122 pairs
Thread 0 evaluated 22300 pairs
Thread 1 evaluated 26986 pairs
Thread 10 evaluated 29403 pairs
Thread 7 evaluated 24222 pairs
Thread 5 evaluated 31887 pairs
Thread 9 evaluated 23273 pairs
Thread 11 evaluated 30526 pairs
Thread 3 evaluated 37596 pairs
Thread 8 evaluated 24984 pairs
Thread 4 evaluated 25910 pairs
Thread 0 evaluated 22299 pairs
Thread 6 evaluated 28121 pairs
Thread 1 evaluated 26985 pairs
Thread 7 evaluated 24221 pairs
Thread 9 evaluated 23272 pairs
Thread 10 evaluated 29402 pairs
Thread 11 evaluated 30525 pairs
Thread 5 evaluated 31886 pairs
Thread 0 evaluated 22298 pairs
Thread 8 evaluated 24983 pairs
Thread 4 evaluated 25909 pairs
Thread 3 evaluated 37595 pairs
Thread 6 evaluated 28120 pairs
Thread 7 evaluated 24220 pairs
Thread 1 evaluated 26984 pairs
Thread 9 evaluated 23271 pairs
Thread 2 evaluated 95891 pairs
Thread 10 evaluated 29401 pairs
Thread 11 evaluated 30524 pairs
Thread 0 evaluated 22297 pairs
Thread 5 evaluated 31885 pairs
Thread 8 evaluated 24982 pairs
Thread 7 evaluated 24219 pairs
Thread 4 evaluated 25908 pairs
Thread 9 evaluated 23270 pairs
Thread 6 evaluated 28119 pairs
Thread 1 evaluated 26983 pairs
Thread 10 evaluated 29400 pairs
Thread 3 evaluated 37594 pairs
Thread 0 evaluated 22296 pairs
Thread 11 evaluated 30523 pairs
Thread 7 evaluated 24218 pairs
Thread 8 evaluated 24981 pairs
Thread 9 evaluated 23269 pairs
Thread 4 evaluated 25907 pairs
Thread 5 evaluated 31884 pairs
Thread 1 evaluated 26982 pairs
Thread 6 evaluated 28118 pairs
Thread 10 evaluated 29399 pairs
Thread 0 evaluated 22295 pairs
Thread 7 evaluated 24217 pairs
Thread 9 evaluated 23268 pairs
Thread 8 evaluated 24980 pairs
Thread 11 evaluated 30522 pairs
Thread 3 evaluated 37593 pairs
Thread 4 evaluated 25906 pairs
Thread 1 evaluated 26981 pairs
Thread 5 evaluated 31883 pairs
Thread 6 evaluated 28117 pairs
Thread 0 evaluated 22294 pairs
Thread 10 evaluated 29398 pairs
Thread 7 evaluated 24216 pairs
Thread 9 evaluated 23267 pairs
Thread 2 evaluated 95890 pairs
Thread 8 evaluated 24979 pairs
Thread 11 evaluated 30521 pairs
Thread 4 evaluated 25905 pairs
Thread 1 evaluated 26980 pairs
Thread 6 evaluated 28116 pairs
Thread 5 evaluated 31882 pairs
Thread 3 evaluated 37592 pairs
Thread 0 evaluated 22293 pairs
Thread 9 evaluated 23266 pairs
Thread 7 evaluated 24215 pairs
Thread 10 evaluated 29397 pairs
Thread 8 evaluated 24978 pairs
Thread 4 evaluated 25904 pairs
Thread 1 evaluated 26979 pairs
Thread 11 evaluated 30520 pairs
Thread 6 evaluated 28115 pairs
Thread 0 evaluated 22292 pairs
Thread 9 evaluated 23265 pairs
Thread 7 evaluated 24214 pairs
Thread 5 evaluated 31881 pairs
Thread 10 evaluated 29396 pairs
Thread 8 evaluated 24977 pairs
Thread 3 evaluated 37591 pairs
Thread 1 evaluated 26978 pairs
Thread 4 evaluated 25903 pairs
Thread 0 evaluated 22291 pairs
Thread 11 evaluated 30519 pairs
Thread 9 evaluated 23264 pairs
Thread 6 evaluated 28114 pairs
Thread 7 evaluated 24213 pairs
Thread 5 evaluated 31880 pairs
Thread 10 evaluated 29395 pairs
Thread 8 evaluated 24976 pairs
Thread 1 evaluated 26977 pairs
Thread 4 evaluated 25902 pairs
Thread 0 evaluated 22290 pairs
Thread 2 evaluated 95889 pairs
Thread 9 evaluated 23263 pairs
Thread 7 evaluated 24212 pairs
Thread 3 evaluated 37590 pairs
Thread 11 evaluated 30518 pairs
Thread 6 evaluated 28113 pairs
Thread 8 evaluated 24975 pairs
Thread 5 evaluated 31879 pairs
Thread 10 evaluated 29394 pairs
Thread 0 evaluated 22289 pairs
Thread 1 evaluated 26976 pairs
Thread 9 evaluated 23262 pairs
Thread 4 evaluated 25901 pairs
Thread 7 evaluated 24211 pairs
Thread 6 evaluated 28112 pairs
Thread 11 evaluated 30517 pairs
Thread 8 evaluated 24974 pairs
Thread 3 evaluated 37589 pairs
Thread 10 evaluated 29393 pairs
Thread 0 evaluated 22288 pairs
Thread 9 evaluated 23261 pairs
Thread 5 evaluated 31878 pairs
Thread 1 evaluated 26975 pairs
Thread 7 evaluated 24210 pairs
Thread 4 evaluated 25900 pairs
Thread 6 evaluated 28111 pairs
Thread 11 evaluated 30516 pairs
Thread 8 evaluated 24973 pairs
Thread 0 evaluated 22287 pairs
Thread 9 evaluated 23260 pairs
Thread 7 evaluated 24209 pairs
Thread 10 evaluated 29392 pairs
Thread 1 evaluated 26974 pairs
Thread 5 evaluated 31877 pairs
Thread 4 evaluated 25899 pairs
Thread 3 evaluated 37588 pairs
Thread 6 evaluated 28110 pairs
Thread 2 evaluated 95888 pairs
Thread 11 evaluated 30515 pairs
Thread 0 evaluated 22286 pairs
Thread 9 evaluated 23259 pairs
Thread 8 evaluated 24972 pairs
Thread 7 evaluated 24208 pairs
Thread 1 evaluated 26973 pairs
Thread 10 evaluated 29391 pairs
Thread 4 evaluated 25898 pairs
Thread 5 evaluated 31876 pairs
Thread 6 evaluated 28109 pairs
Thread 9 evaluated 23258 pairs
Thread 0 evaluated 22285 pairs
Thread 3 evaluated 37587 pairs
Thread 7 evaluated 24207 pairs
Thread 8 evaluated 24971 pairs
Thread 11 evaluated 30514 pairs
Thread 1 evaluated 26972 pairs
Thread 10 evaluated 29390 pairs
Thread 4 evaluated 25897 pairs
Thread 9 evaluated 23257 pairs
Thread 0 evaluated 22284 pairs
Thread 5 evaluated 31875 pairs
Thread 6 evaluated 28108 pairs
Thread 7 evaluated 24206 pairs
Thread 8 evaluated 24970 pairs
Thread 11 evaluated 30513 pairs
Thread 1 evaluated 26971 pairs
Thread 3 evaluated 37586 pairs
Thread 10 evaluated 29389 pairs
Thread 4 evaluated 25896 pairs
Thread 9 evaluated 23256 pairs
Thread 0 evaluated 22283 pairs
Thread 7 evaluated 24205 pairs
Thread 6 evaluated 28107 pairs
Thread 5 evaluated 31874 pairs
Thread 8 evaluated 24969 pairs
Thread 1 evaluated 26970 pairs
Thread 2 evaluated 95887 pairs
Thread 11 evaluated 30512 pairs
Thread 9 evaluated 23255 pairs
Thread 10 evaluated 29388 pairs
Thread 0 evaluated 22282 pairs
Thread 4 evaluated 25895 pairs
Thread 7 evaluated 24204 pairs
Thread 3 evaluated 37585 pairs
Thread 6 evaluated 28106 pairs
Thread 8 evaluated 24968 pairs
Thread 5 evaluated 31873 pairs
Thread 1 evaluated 26969 pairs
Thread 9 evaluated 23254 pairs
Thread 11 evaluated 30511 pairs
Thread 0 evaluated 22281 pairs
Thread 7 evaluated 24203 pairs
Thread 4 evaluated 25894 pairs
Thread 10 evaluated 29387 pairs
Thread 8 evaluated 24967 pairs
Thread 6 evaluated 28105 pairs
Thread 1 evaluated 26968 pairs
Thread 9 evaluated 23253 pairs
Thread 5 evaluated 31872 pairs
Thread 0 evaluated 22280 pairs
Thread 3 evaluated 37584 pairs
Thread 7 evaluated 24202 pairs
Thread 11 evaluated 30510 pairs
Thread 4 evaluated 25893 pairs
Thread 10 evaluated 29386 pairs
Thread 8 evaluated 24966 pairs
Thread 6 evaluated 28104 pairs
Thread 9 evaluated 23252 pairs
Thread 1 evaluated 26967 pairs
Thread 0 evaluated 22279 pairs
Thread 7 evaluated 24201 pairs
Thread 5 evaluated 31871 pairs
Thread 4 evaluated 25892 pairs
Thread 11 evaluated 30509 pairs
Thread 2 evaluated 95886 pairs
Thread 10 evaluated 29385 pairs
Thread 3 evaluated 37583 pairs
Thread 8 evaluated 24965 pairs
Thread 9 evaluated 23251 pairs
Thread 6 evaluated 28103 pairs
Thread 1 evaluated 26966 pairs
Thread 0 evaluated 22278 pairs
Thread 7 evaluated 24200 pairs
Thread 4 evaluated 25891 pairs
Thread 5 evaluated 31870 pairs
Thread 11 evaluated 30508 pairs
Thread 10 evaluated 29384 pairs
Thread 9 evaluated 23250 pairs
Thread 8 evaluated 24964 pairs
Thread 0 evaluated 22277 pairs
Thread 6 evaluated 28102 pairs
Thread 1 evaluated 26965 pairs
Thread 7 evaluated 24199 pairs
Thread 3 evaluated 37582 pairs
Thread 4 evaluated 25890 pairs
Thread 9 evaluated 23249 pairs
Thread 5 evaluated 31869 pairs
Thread 8 evaluated 24963 pairs
Thread 10 evaluated 29383 pairs
Thread 11 evaluated 30507 pairs
Thread 0 evaluated 22276 pairs
Thread 7 evaluated 24198 pairs
Thread 1 evaluated 26964 pairs
Thread 6 evaluated 28101 pairs
Thread 9 evaluated 23248 pairs
Thread 4 evaluated 25889 pairs
Thread 3 evaluated 37581 pairs
Thread 0 evaluated 22275 pairs
Thread 8 evaluated 24962 pairs
Thread 7 evaluated 24197 pairs
Thread 10 evaluated 29382 pairs
Thread 5 evaluated 31868 pairs
Thread 11 evaluated 30506 pairs
Thread 1 evaluated 26963 pairs
Thread 2 evaluated 95885 pairs
Thread 6 evaluated 28100 pairs
Thread 9 evaluated 23247 pairs
Thread 3 evaluated 21616 pairs
Thread 4 evaluated 25888 pairs
Thread 0 evaluated 22274 pairs
Thread 7 evaluated 24196 pairs
Thread 8 evaluated 24961 pairs
Thread 10 evaluated 29381 pairs
Thread 1 evaluated 26962 pairs
Thread 11 evaluated 30505 pairs
Thread 5 evaluated 31867 pairs
Thread 6 evaluated 28099 pairs
Thread 9 evaluated 23246 pairs
Thread 3 evaluated 21615 pairs
Thread 0 evaluated 22273 pairs
Thread 4 evaluated 25887 pairs
Thread 7 evaluated 24195 pairs
Thread 8 evaluated 24960 pairs
Thread 1 evaluated 26961 pairs
Thread 10 evaluated 29380 pairs
Thread 9 evaluated 23245 pairs
Thread 11 evaluated 30504 pairs
Thread 6 evaluated 28098 pairs
Thread 5 evaluated 31866 pairs
Thread 3 evaluated 21614 pairs
Thread 0 evaluated 22272 pairs
Thread 7 evaluated 24194 pairs
Thread 4 evaluated 25886 pairs
Thread 8 evaluated 24959 pairs
Thread 1 evaluated 26960 pairs
Thread 9 evaluated 23244 pairs
Thread 10 evaluated 29379 pairs
Thread 3 evaluated 21613 pairs
Thread 6 evaluated 28097 pairs
Thread 11 evaluated 30503 pairs
Thread 0 evaluated 22271 pairs
Thread 7 evaluated 24193 pairs
Thread 5 evaluated 31865 pairs
Thread 2 evaluated 95884 pairs
Thread 4 evaluated 25885 pairs
Thread 8 evaluated 24958 pairs
Thread 9 evaluated 23243 pairs
Thread 1 evaluated 26959 pairs
Thread 3 evaluated 21612 pairs
Thread 10 evaluated 29378 pairs
Thread 0 evaluated 22270 pairs
Thread 6 evaluated 28096 pairs
Thread 7 evaluated 24192 pairs
Thread 11 evaluated 30502 pairs
Thread 4 evaluated 25884 pairs
Thread 5 evaluated 31864 pairs
Thread 8 evaluated 24957 pairs
Thread 9 evaluated 23242 pairs
Thread 1 evaluated 26958 pairs
Thread 3 evaluated 21611 pairs
Thread 0 evaluated 22269 pairs
Thread 10 evaluated 29377 pairs
Thread 7 evaluated 24191 pairs
Thread 6 evaluated 28095 pairs
Thread 11 evaluated 30501 pairs
Thread 9 evaluated 23241 pairs
Thread 4 evaluated 25883 pairs
Thread 8 evaluated 24956 pairs
Thread 3 evaluated 21610 pairs
Thread 5 evaluated 31863 pairs
Thread 1 evaluated 26957 pairs
Thread 0 evaluated 22268 pairs
Thread 7 evaluated 24190 pairs
Thread 10 evaluated 29376 pairs
Thread 6 evaluated 28094 pairs
Thread 9 evaluated 23240 pairs
Thread 3 evaluated 21609 pairs
Thread 8 evaluated 24955 pairs
Thread 4 evaluated 25882 pairs
Thread 11 evaluated 30500 pairs
Thread 1 evaluated 26956 pairs
Thread 2 evaluated 95883 pairs
Thread 0 evaluated 22267 pairs
Thread 5 evaluated 31862 pairs
Thread 7 evaluated 24189 pairs
Thread 10 evaluated 29375 pairs
Thread 9 evaluated 23239 pairs
Thread 6 evaluated 28093 pairs
Thread 3 evaluated 21608 pairs
Thread 8 evaluated 24954 pairs
Thread 4 evaluated 25881 pairs
Thread 11 evaluated 30499 pairs
Thread 0 evaluated 22266 pairs
Thread 1 evaluated 26955 pairs
Thread 7 evaluated 24188 pairs
Thread 5 evaluated 31861 pairs
Thread 9 evaluated 23238 pairs
Thread 10 evaluated 29374 pairs
Thread 3 evaluated 21607 pairs
Thread 6 evaluated 28092 pairs
Thread 8 evaluated 24953 pairs
Thread 4 evaluated 25880 pairs
Thread 0 evaluated 22265 pairs
Thread 1 evaluated 26954 pairs
Thread 7 evaluated 24187 pairs
Thread 11 evaluated 30498 pairs
Thread 9 evaluated 23237 pairs
Thread 3 evaluated 21606 pairs
Thread 5 evaluated 31860 pairs
Thread 10 evaluated 29373 pairs
Thread 6 evaluated 28091 pairs
Thread 8 evaluated 24952 pairs
Thread 0 evaluated 22264 pairs
Thread 4 evaluated 25879 pairs
Thread 7 evaluated 24186 pairs
Thread 1 evaluated 26953 pairs
Thread 9 evaluated 23236 pairs
Thread 11 evaluated 30497 pairs
Thread 3 evaluated 21605 pairs
Thread 2 evaluated 95882 pairs
Thread 10 evaluated 29372 pairs
Thread 5 evaluated 31859 pairs
Thread 0 evaluated 22263 pairs
Thread 8 evaluated 24951 pairs
Thread 6 evaluated 28090 pairs
Thread 4 evaluated 25878 pairs
Thread 7 evaluated 24185 pairs
Thread 9 evaluated 23235 pairs
Thread 1 evaluated 26952 pairs
Thread 3 evaluated 21604 pairs
Thread 11 evaluated 30496 pairs
Thread 0 evaluated 22262 pairs
Thread 8 evaluated 24950 pairs
Thread 10 evaluated 29371 pairs
Thread 6 evaluated 28089 pairs
Thread 7 evaluated 24184 pairs
Thread 9 evaluated 23234 pairs
Thread 5 evaluated 31858 pairs
Thread 4 evaluated 25877 pairs
Thread 1 evaluated 26951 pairs
Thread 3 evaluated 21603 pairs
Thread 11 evaluated 30495 pairs
Thread 0 evaluated 22261 pairs
Thread 8 evaluated 24949 pairs
Thread 7 evaluated 24183 pairs
Thread 9 evaluated 23233 pairs
Thread 10 evaluated 29370 pairs
Thread 6 evaluated 28088 pairs
Thread 4 evaluated 25876 pairs
Thread 3 evaluated 21602 pairs
Thread 1 evaluated 26950 pairs
Thread 5 evaluated 31857 pairs
Thread 0 evaluated 22260 pairs
Thread 11 evaluated 30494 pairs
Thread 7 evaluated 24182 pairs
Thread 9 evaluated 23232 pairs
Thread 8 evaluated 24948 pairs
Thread 3 evaluated 21601 pairs
Thread 10 evaluated 29369 pairs
Thread 6 evaluated 28087 pairs
Thread 4 evaluated 25875 pairs
Thread 2 evaluated 95881 pairs
Thread 1 evaluated 26949 pairs
Thread 5 evaluated 31856 pairs
Thread 0 evaluated 22259 pairs
Thread 9 evaluated 23231 pairs
Thread 7 evaluated 24181 pairs
Thread 8 evaluated 24947 pairs
Thread 11 evaluated 30493 pairs
Thread 3 evaluated 21600 pairs
Thread 10 evaluated 29368 pairs
Thread 6 evaluated 28086 pairs
Thread 4 evaluated 25874 pairs
Thread 1 evaluated 26948 pairs
Thread 0 evaluated 22258 pairs
Thread 5 evaluated 31855 pairs
Thread 9 evaluated 23230 pairs
Thread 7 evaluated 24180 pairs
Thread 3 evaluated 21599 pairs
Thread 8 evaluated 24946 pairs
Thread 11 evaluated 30492 pairs
Thread 10 evaluated 29367 pairs
Thread 1 evaluated 26947 pairs
Thread 4 evaluated 25873 pairs
Thread 6 evaluated 28085 pairs
Thread 0 evaluated 22257 pairs
Thread 9 evaluated 23229 pairs
Thread 7 evaluated 24179 pairs
Thread 3 evaluated 21598 pairs
Thread 5 evaluated 31854 pairs
Thread 8 evaluated 24945 pairs
Thread 11 evaluated 30491 pairs
Thread 1 evaluated 26946 pairs
Thread 0 evaluated 22256 pairs
Thread 10 evaluated 29366 pairs
Thread 4 evaluated 25872 pairs
Thread 6 evaluated 28084 pairs
Thread 9 evaluated 23228 pairs
Thread 7 evaluated 24178 pairs
Thread 3 evaluated 21597 pairs
Thread 2 evaluated 95880 pairs
Thread 8 evaluated 24944 pairs
Thread 5 evaluated 31853 pairs
Thread 0 evaluated 22255 pairs
Thread 1 evaluated 26945 pairs
Thread 9 evaluated 23227 pairs
Thread 11 evaluated 30490 pairs
Thread 4 evaluated 25871 pairs
Thread 10 evaluated 29365 pairs
Thread 6 evaluated 28083 pairs
Thread 3 evaluated 21596 pairs
Thread 7 evaluated 24177 pairs
Thread 8 evaluated 24943 pairs
Thread 0 evaluated 22254 pairs
Thread 9 evaluated 23226 pairs
Thread 5 evaluated 31852 pairs
Thread 1 evaluated 26944 pairs
Thread 3 evaluated 21595 pairs
Thread 4 evaluated 25870 pairs
Thread 6 evaluated 28082 pairs
Thread 7 evaluated 24176 pairs
Thread 10 evaluated 29364 pairs
Thread 11 evaluated 30489 pairs
Thread 8 evaluated 24942 pairs
Thread 0 evaluated 22253 pairs
Thread 9 evaluated 23225 pairs
Thread 3 evaluated 21594 pairs
Thread 1 evaluated 26943 pairs
Thread 5 evaluated 31851 pairs
Thread 4 evaluated 25869 pairs
Thread 7 evaluated 24175 pairs
Thread 6 evaluated 28081 pairs
Thread 10 evaluated 29363 pairs
Thread 11 evaluated 30488 pairs
Thread 0 evaluated 22252 pairs
Thread 8 evaluated 24941 pairs
Thread 9 evaluated 23224 pairs
Thread 3 evaluated 21593 pairs
Thread 2 evaluated 95879 pairs
Thread 1 evaluated 26942 pairs
Thread 7 evaluated 24174 pairs
Thread 4 evaluated 25868 pairs
Thread 6 evaluated 28080 pairs
Thread 5 evaluated 31850 pairs
Thread 9 evaluated 23223 pairs
Thread 10 evaluated 29362 pairs
Thread 0 evaluated 22251 pairs
Thread 11 evaluated 30487 pairs
Thread 8 evaluated 24940 pairs
Thread 3 evaluated 21592 pairs
Thread 7 evaluated 24173 pairs
Thread 1 evaluated 26941 pairs
Thread 4 evaluated 25867 pairs
Thread 6 evaluated 28079 pairs
Thread 9 evaluated 23222 pairs
Thread 0 evaluated 22250 pairs
Thread 5 evaluated 31849 pairs
Thread 3 evaluated 21591 pairs
Thread 8 evaluated 24939 pairs
Thread 10 evaluated 29361 pairs
Thread 11 evaluated 30486 pairs
Thread 7 evaluated 24172 pairs
Thread 1 evaluated 26940 pairs
Thread 4 evaluated 25866 pairs
Thread 9 evaluated 23221 pairs
Thread 0 evaluated 22249 pairs
Thread 6 evaluated 28078 pairs
Thread 3 evaluated 21590 pairs
Thread 8 evaluated 24938 pairs
Thread 5 evaluated 31848 pairs
Thread 10 evaluated 29360 pairs
Thread 11 evaluated 30485 pairs
Thread 7 evaluated 24171 pairs
Thread 1 evaluated 26939 pairs
Thread 9 evaluated 23220 pairs
Thread 0 evaluated 22248 pairs
Thread 4 evaluated 25865 pairs
Thread 3 evaluated 21589 pairs
Thread 2 evaluated 95878 pairs
Thread 6 evaluated 28077 pairs
Thread 8 evaluated 24937 pairs
Thread 7 evaluated 24170 pairs
Thread 10 evaluated 29359 pairs
Thread 5 evaluated 31847 pairs
Thread 11 evaluated 30484 pairs
Thread 1 evaluated 26938 pairs
Thread 9 evaluated 23219 pairs
Thread 0 evaluated 22247 pairs
Thread 3 evaluated 21588 pairs
